x,y,z
0.40694841742515564,1.0271234512329102,-0.34692099690437317
0.39011749625205994,1.049876093864441,-0.39460641145706177
0.36005231738090515,1.0360535383224487,-0.3736434578895569
0.32207781076431274,1.0515754222869873,-0.3711669147014618
0.30442991852760315,1.0580004453659058,-0.385164737701416
0.29702723026275635,1.0698152780532837,-0.4223893880844116
0.3321114778518677,1.040855050086975,-0.3692947030067444
0.3297211825847626,1.0511444807052612,-0.44207102060317993
0.3204555809497833,1.0541565418243408,-0.4374009072780609
0.2925281226634979,1.0104329586029053,-0.4791632294654846
0.25493234395980835,0.9595243334770203,-0.4450157582759857
0.20589180290699005,0.8500422835350037,-0.5048891305923462
0.14416880905628204,0.6456015110015869,-0.6443460583686829
0.16490019857883453,0.5968061089515686,-0.5250918865203857
0.17398516833782196,0.6064469218254089,-0.49488821625709534
0.16176244616508484,0.5972732901573181,-0.5110041499137878
0.16706423461437225,0.6058778166770935,-0.47800305485725403
0.16394701600074768,0.5959954261779785,-0.4344525635242462
0.15931910276412964,0.6032365560531616,-0.49809587001800537
0.16136617958545685,0.6138359308242798,-0.47087177634239197
0.16113033890724182,0.616314172744751,-0.5193675756454468
0.1650751531124115,0.6156574487686157,-0.49143657088279724
0.16284310817718506,0.6189916729927063,-0.5139489769935608
0.1669364720582962,0.6259483098983765,-0.47742316126823425
0.1699638068675995,0.6269094944000244,-0.5016663670539856
0.16962917149066925,0.6220515966415405,-0.5716327428817749
0.17357882857322693,0.6288356781005859,-0.46725237369537354
0.17280957102775574,0.6271643042564392,-0.4041770398616791
0.17243511974811554,0.6259548664093018,-0.43372365832328796
0.17123043537139893,0.6273712515830994,-0.5254055857658386
0.17013663053512573,0.6283144950866699,-0.45180463790893555
0.16863945126533508,0.6280593872070312,-0.5085575580596924
0.16862933337688446,0.6253482103347778,-0.513932466506958
0.1646290123462677,0.6248552203178406,-0.5345763564109802
0.17375852167606354,0.6336294412612915,-0.5361608266830444
0.161362886428833,0.6233084797859192,-0.43905770778656006
0.16603849828243256,0.6187003254890442,-0.5500593781471252
0.1707770675420761,0.5931181311607361,-0.467162549495697
0.18508116900920868,0.5652067065238953,-0.42613568902015686
0.2128923088312149,0.5510075688362122,-0.4496791362762451
0.250245064496994,0.5357998609542847,-0.4147895276546478
0.31359580159187317,0.5604752898216248,-0.7236416339874268
0.3384888768196106,0.592888593673706,-0.752987802028656
0.3980047404766083,0.5891017317771912,-0.7885746955871582
0.4193045496940613,0.5874670147895813,-0.8523278832435608
0.4456897974014282,0.604712963104248,-0.8396596908569336
0.47428789734840393,0.5365698337554932,-0.7836799621582031
0.47998854517936707,0.5415059328079224,-0.6951238512992859
0.4725588858127594,0.555098831653595,-0.7224574089050293
0.4749380946159363,0.5642173886299133,-0.7610384821891785
0.4761835038661957,0.5556424856185913,-0.7093291878700256
0.46424147486686707,0.6003248691558838,-0.7410700917243958
0.475250780582428,0.542402446269989,-0.7109482884407043
0.4771023094654083,0.5368667244911194,-0.7245914936065674
0.47616222500801086,0.5441518425941467,-0.7548918724060059
0.4721266031265259,0.5595266819000244,-0.6900262236595154
0.4688299596309662,0.5663800239562988,-0.7114429473876953
0.47125837206840515,0.5384195446968079,-0.6931660175323486
0.4709971249103546,0.5332140922546387,-0.691098153591156
0.4681883752346039,0.5434611439704895,-0.7362858057022095
0.4746135175228119,0.530597448348999,-0.7302910685539246
0.4703621566295624,0.5440120697021484,-0.7136722207069397
0.46929195523262024,0.5457349419593811,-0.7253085374832153
0.47126954793930054,0.5348408222198486,-0.7044975757598877
0.4766504764556885,0.5476807355880737,-0.7190581560134888
0.46990740299224854,0.5363297462463379,-0.7390565872192383
0.4712696075439453,0.5342100262641907,-0.7071164846420288
0.459865540266037,0.5607070326805115,-0.6953976154327393
0.4232714772224426,0.6052573323249817,-0.8125835061073303
0.4108878970146179,0.6032330989837646,-0.7687478065490723
0.3948614299297333,0.5850211977958679,-0.7781014442443848
0.38044530153274536,0.6104092001914978,-0.818930447101593
0.37151899933815,0.6023350358009338,-0.7827441692352295
0.3584544360637665,0.5991416573524475,-0.7375515103340149
0.34446147084236145,0.5915856957435608,-0.6636984348297119
0.3217089772224426,0.5922600030899048,-0.7005116939544678
0.30754515528678894,0.5864109396934509,-0.576326310634613
0.27442002296447754,0.5855947732925415,-0.5281767249107361
0.2573201358318329,0.580038845539093,-0.48960810899734497
0.23041591048240662,0.5968937873840332,-0.445159912109375
0.2096332162618637,0.6188912391662598,-0.47595784068107605
0.1908528208732605,0.63165283203125,-0.5318511128425598
0.17471309006214142,0.6491541862487793,-0.5058853030204773
0.17463284730911255,0.6598832607269287,-0.5153847932815552
0.1684885323047638,0.6788937449455261,-0.5402005910873413
0.170538991689682,0.6892964839935303,-0.5312008261680603
0.17839954793453217,0.7018935084342957,-0.5425124168395996
0.17786750197410583,0.6988614797592163,-0.575502872467041
0.1739005148410797,0.7014971375465393,-0.4797375500202179
0.17529144883155823,0.7007747292518616,-0.5082455277442932
0.17125895619392395,0.701784074306488,-0.5372388958930969
0.1754223108291626,0.6887587904930115,-0.5342921614646912
0.17800287902355194,0.6904107332229614,-0.49109551310539246
0.16998359560966492,0.6923365592956543,-0.5517699122428894
0.17585374414920807,0.6910961866378784,-0.5665029883384705
0.175183966755867,0.692281186580658,-0.5298525094985962
0.1751192957162857,0.6968662738800049,-0.48445531725883484
0.1746620237827301,0.6946385502815247,-0.553746223449707
0.17187224328517914,0.6951168775558472,-0.5552468299865723
0.17044922709465027,0.6960716247558594,-0.5423164963722229
0.1680954396724701,0.7023017406463623,-0.5541626214981079
0.17678701877593994,0.6964588165283203,-0.5262216925621033
0.17175470292568207,0.6949441432952881,-0.5361138582229614
0.17130492627620697,0.694517195224762,-0.5248194336891174
0.16851966083049774,0.6955949068069458,-0.5826812982559204
0.17486192286014557,0.6930745244026184,-0.57594233751297
0.17707404494285583,0.6929258108139038,-0.509414553642273
0.17231880128383636,0.6934179067611694,-0.5394671559333801
0.17061331868171692,0.6855247020721436,-0.5312410593032837
0.17216429114341736,0.6367460489273071,-0.5126005411148071
0.1864459365606308,0.5382685661315918,-0.4364824891090393
0.23792816698551178,0.36090347170829773,-0.47612428665161133
0.29697829484939575,0.3006058931350708,-0.5432008504867554
0.3199111223220825,0.2594606280326843,-0.5723840594291687
0.38951992988586426,0.19163574278354645,-0.5568436980247498
0.42309126257896423,0.18377119302749634,-0.6203973889350891
0.4321596622467041,0.17698660492897034,-0.5985478162765503
0.43746256828308105,0.18004301190376282,-0.5668566823005676
0.43859001994132996,0.18507987260818481,-0.6860518455505371
0.4442569613456726,0.16634449362754822,-0.6047758460044861
0.44154712557792664,0.16417467594146729,-0.4623580873012543
0.44397222995758057,0.15833519399166107,-0.5585269927978516
0.4434761106967926,0.15014930069446564,-0.5757527947425842
0.436394065618515,0.16216902434825897,-0.7698736190795898
0.4225170612335205,0.1514216959476471,-0.6919121146202087
0.4100869596004486,0.14960877597332,-0.7266295552253723
0.40510067343711853,0.15708845853805542,-0.6339612603187561
0.4004456698894501,0.1534704715013504,-0.701207160949707
0.399172842502594,0.15484094619750977,-0.5775672793388367
0.40087348222732544,0.13953953981399536,-0.5788663625717163
0.4034610092639923,0.14966002106666565,-0.6327362060546875
0.40438419580459595,0.1525307595729828,-0.6769378185272217
0.40470412373542786,0.16733835637569427,-0.7671148777008057
0.40554681420326233,0.1568080484867096,-0.662331223487854
0.41020190715789795,0.14469128847122192,-0.5544214248657227
0.40715333819389343,0.1762290745973587,-0.7037460207939148
0.4087788760662079,0.1514323502779007,-0.6260262131690979
0.4110248386859894,0.16222460567951202,-0.601565420627594
0.4058973789215088,0.1703026294708252,-0.6551708579063416
0.4103132486343384,0.14305712282657623,-0.5487658977508545
0.40671759843826294,0.15576015412807465,-0.6233182549476624
0.4019134044647217,0.13893753290176392,-0.4636983573436737
0.37477466464042664,0.14784543216228485,-0.5609462261199951
0.3519676625728607,0.14413779973983765,-0.5602424144744873
0.3084704279899597,0.21347388625144958,-0.6089335680007935
0.22133886814117432,0.3067091405391693,-0.7520389556884766
0.16381418704986572,0.404789537191391,-0.4235745966434479
0.14487533271312714,0.5472784638404846,-0.4464384615421295
0.1294587403535843,0.6506279706954956,-0.3375859558582306
0.13749118149280548,0.8097846508026123,-0.39609745144844055
0.15403364598751068,0.9153401851654053,-0.3788816034793854
0.1714344024658203,0.9642789363861084,-0.3430536985397339
0.18565824627876282,0.9889387488365173,-0.23750588297843933
0.18163608014583588,0.9892304539680481,-0.16129814088344574
0.1990298330783844,0.9948064088821411,-0.2573917806148529
0.19543395936489105,0.9895668029785156,-0.18006469309329987
0.181261345744133,0.996293842792511,-0.28541824221611023
0.19870558381080627,0.981035590171814,-0.22752557694911957
0.19502219557762146,0.9865959286689758,-0.2598448693752289
0.1945914626121521,0.9841219782829285,-0.1574379950761795
0.19793659448623657,0.9825767874717712,-0.16570575535297394
0.18545792996883392,0.9915193915367126,-0.252484530210495
0.1999228596687317,0.981540322303772,-0.07450047880411148
0.19684067368507385,0.9847244024276733,-0.11165482550859451
0.20490358769893646,0.9916107058525085,-0.194158673286438
0.20838116109371185,0.9912444353103638,-0.2718740701675415
0.20610405504703522,0.9959661960601807,-0.18091057240962982
0.19916537404060364,0.9937992095947266,-0.17040248215198517
0.19273091852664948,0.9945027232170105,-0.1672934591770172
0.19612276554107666,0.9897840619087219,-0.21420475840568542
0.19618788361549377,0.9838394522666931,-0.2125382274389267
0.20165355503559113,0.9812951683998108,-0.1884581595659256
0.1867077648639679,0.981116771697998,-0.27672791481018066
0.1843797266483307,0.979789674282074,-0.2736703157424927
0.18401028215885162,0.9704596400260925,-0.22521106898784637
0.18286167085170746,0.9219690561294556,-0.3062443733215332
0.17657101154327393,0.9059635996818542,-0.3195929527282715
0.1743815392255783,0.8958709836006165,-0.4420580267906189
0.1637525111436844,0.8639332056045532,-0.44450411200523376
0.15775834023952484,0.7980032563209534,-0.4793322682380676
0.16215282678604126,0.7858418226242065,-0.5614500045776367
0.1592525690793991,0.7722607254981995,-0.5371912717819214
0.1638786941766739,0.7569743394851685,-0.5301282405853271
0.1639331430196762,0.7341973185539246,-0.5495004653930664
0.16792428493499756,0.7409042119979858,-0.44144508242607117
0.16223420202732086,0.7379862666130066,-0.520943284034729
0.16715240478515625,0.7068789601325989,-0.48787617683410645
0.167840838432312,0.6769971251487732,-0.5316379070281982
0.15101663768291473,0.6821659803390503,-0.5150583386421204
0.1543866991996765,0.690604031085968,-0.5665509104728699
0.1533849537372589,0.6859344244003296,-0.5004944801330566
0.14917433261871338,0.6870044469833374,-0.5003481507301331
0.14828228950500488,0.6914280652999878,-0.47624269127845764
0.15881593525409698,0.6934278011322021,-0.48681893944740295
0.146805077791214,0.6901822090148926,-0.5135219693183899
0.13913525640964508,0.6857476234436035,-0.5945476293563843
