names,max,min,mean,median
x,0.5902009606361389,-0.0110856173560023,0.2537939422011785,0.1783995479345321
y,1.2766896486282349,-0.01108561735600233,0.6661683742430612,0.6552999019622803
z,0.3649583756923675,-2.49570369720459,-0.5328321467662595,-0.5265215635299683
