names,max,min,mean,median
x,0.7378081679344177,-0.0264926236122846,0.602350705677701,0.5978204011917114
y,0.8176989555358887,-0.02649262361228466,0.6623435264190858,0.6609703898429871
z,0.4712226092815399,-1.6409051418304443,-0.1486366927200493,-0.162687212228775
