names,max,min,mean,median
x,0.7757454514503479,0.9557705521583556,0.6950715382893881,0.7058035731315613
y,1.054829239845276,0.9557705521583557,0.7176197941360605,0.7095391154289246
z,0.4208888709545135,-2.258009195327759,-0.2001737725842564,-0.2095985412597656
